Wall time,Step,Value
1654011906.276661,65399,-8993.7509765625
1654011906.6972778,65499,-8898.2529296875
1654011907.1152816,65599,-8902.408203125
1654011907.514413,65699,-8983.8642578125
1654011907.9011493,65799,-8911.7216796875
1654011908.314089,65899,-9028.251953125
1654011908.7648537,65999,-8912.509765625
1654011909.2293003,66099,-9035.7763671875
1654011909.686594,66199,-8933.6474609375
1654011910.09514,66299,-9002.2041015625
1654011910.5078564,66399,-8782.654296875
1654011910.935365,66499,-8872.296875
1654011911.3388963,66599,-8976.251953125
1654011911.7538626,66699,-9048.8388671875
1654011912.1633437,66799,-8726.37890625
1654011912.5697336,66899,-8992.5283203125
1654011912.9541035,66999,-8933.2919921875
1654011913.3442798,67099,-8929.3896484375
1654011913.7454422,67199,-8715.5615234375
1654011915.3267775,67299,-8858.173828125
1654011915.7227943,67399,-8836.8095703125
1654011916.124127,67499,-8944.8642578125
1654011916.5113761,67599,-8917.5947265625
1654011916.9065976,67699,-8693.830078125
1654011917.2999296,67799,-8791.3759765625
1654011917.6906393,67899,-9048.421875
1654011918.0800455,67999,-8805.91796875
1654011918.4839225,68099,-8767.46875
1654011918.8758569,68199,-8914.6875
1654011919.2661347,68299,-8919.5146484375
1654011919.6720374,68399,-8953.017578125
1654011920.0816722,68499,-8855.142578125
1654011920.4575348,68599,-8974.9072265625
1654011920.859102,68699,-8847.2958984375
1654011921.2633164,68799,-8869.640625
1654011921.6629887,68899,-9039.552734375
1654011922.0527499,68999,-8956.7978515625
